stimuli_presented,interlocutor_id,name,context_type,silly_or_annoying,sarc,witty,z_silly_or_annoying,z_sarc,z_witty,int1_crit_harsher,int2_crit_softer,int3_mock_hilarious,int4_mock_friendly,int5_natural,int6_direct,int7_be_nice,int8_clever,generally_sarcastic,sarc_def1,sarc_def2,sarc_def3,sarc_def4,sarc_def5,experiment
2nn,52,2nn_52,nn,1,1,5,-0.869626357,-1.047815187,1.526764991,0,0,0,1,0,0,0,1,5,3,3,5,2,5,generation
3nn,52,3nn_52,nn,1,5,4,-0.869626357,0.924542812,0.838645558,0,1,1,0,0,0,0,0,5,3,3,5,2,5,generation
4nn,52,4nn_52,nn,6,4,2,2.292651304,0.431453312,-0.537593307,0,0,0,0,1,1,0,0,5,3,3,5,2,5,generation
5nn,52,5nn_52,nn,2,2,5,-0.237170825,-0.554725687,1.526764991,0,0,0,0,1,1,1,0,5,3,3,5,2,5,generation
6nn,52,6nn_52,nn,2,1,1,-0.237170825,-1.047815187,-1.225712739,0,1,0,0,0,1,0,0,5,3,3,5,2,5,generation
7nn,52,7nn_52,nn,1,1,3,-0.869626357,-1.047815187,0.150526126,0,0,0,0,1,1,1,0,5,3,3,5,2,5,generation
8nn,52,8nn_52,nn,3,6,5,0.395284708,1.417632312,1.526764991,0,0,0,1,0,1,0,0,5,3,3,5,2,5,generation
9nn,52,9nn_52,nn,2,6,4,-0.237170825,1.417632312,0.838645558,0,0,0,1,0,0,0,0,5,3,3,5,2,5,generation
10nn,52,10nn_52,nn,3,1,1,0.395284708,-1.047815187,-1.225712739,1,0,0,0,1,1,0,0,5,3,3,5,2,5,generation
11nn,52,11nn_52,nn,4,6,4,1.02774024,1.417632312,0.838645558,1,0,0,0,1,1,0,0,5,3,3,5,2,5,generation
12nn,52,12nn_52,nn,4,6,3,1.02774024,1.417632312,0.150526126,0,1,0,1,1,1,0,0,5,3,3,5,2,5,generation
13nn,52,13nn_52,nn,1,4,2,-0.869626357,0.431453312,-0.537593307,0,1,0,0,1,1,0,0,5,3,3,5,2,5,generation
10n,52,10n_52,n,1,4,1,-0.869626357,0.431453312,-1.225712739,0,0,0,0,1,1,0,0,5,3,3,5,2,5,generation
15nn,52,15nn_52,nn,4,5,3,1.02774024,0.924542812,0.150526126,0,1,0,1,0,1,0,0,5,3,3,5,2,5,generation
16nn,52,16nn_52,nn,4,5,2,1.02774024,0.924542812,-0.537593307,1,0,0,1,1,1,0,0,5,3,3,5,2,5,generation
11n,52,11n_52,n,2,1,2,-0.237170825,-1.047815187,-0.537593307,0,0,0,0,1,0,1,0,5,3,3,5,2,5,generation
12n,52,12n_52,n,5,4,2,1.660195772,0.431453312,-0.537593307,0,1,0,0,0,1,0,0,5,3,3,5,2,5,generation
13n,52,13n_52,n,1,1,1,-0.869626357,-1.047815187,-1.225712739,0,0,0,0,1,0,1,0,5,3,3,5,2,5,generation
14n,52,14n_52,n,1,1,1,-0.869626357,-1.047815187,-1.225712739,0,0,0,0,1,1,0,0,5,3,3,5,2,5,generation
15n,52,15n_52,n,1,1,1,-0.869626357,-1.047815187,-1.225712739,0,0,0,0,1,0,1,0,5,3,3,5,2,5,generation
16n,52,16n_52,n,1,1,2,-0.869626357,-1.047815187,-0.537593307,0,0,0,0,1,0,1,0,5,3,3,5,2,5,generation
7n,52,7n_52,n,2,4,5,-0.237170825,0.431453312,1.526764991,0,0,0,1,0,1,0,1,5,3,3,5,2,5,generation
8n,52,8n_52,n,1,1,1,-0.869626357,-1.047815187,-1.225712739,0,0,0,0,1,1,1,0,5,3,3,5,2,5,generation
9n,52,9n_52,n,1,1,2,-0.869626357,-1.047815187,-0.537593307,0,0,0,0,1,0,1,0,5,3,3,5,2,5,generation
14nn,52,14nn_52,nn,4,5,4,1.02774024,0.924542812,0.838645558,0,1,0,1,0,1,0,1,5,3,3,5,2,5,generation
1n,52,1n_52,n,1,1,2,-0.869626357,-1.047815187,-0.537593307,0,0,0,0,1,0,0,0,5,3,3,5,2,5,generation
2n,52,2n_52,n,1,3,5,-0.869626357,-0.061636187,1.526764991,0,0,0,1,1,0,0,0,5,3,3,5,2,5,generation
3n,52,3n_52,n,1,1,2,-0.869626357,-1.047815187,-0.537593307,0,0,0,0,1,0,1,0,5,3,3,5,2,5,generation
4n,52,4n_52,n,4,5,5,1.02774024,0.924542812,1.526764991,0,0,0,1,0,1,0,0,5,3,3,5,2,5,generation
5n,52,5n_52,n,6,2,3,2.292651304,-0.554725687,0.150526126,0,0,1,0,0,1,0,0,5,3,3,5,2,5,generation
6n,52,6n_52,n,3,5,2,0.395284708,0.924542812,-0.537593307,0,1,0,0,1,1,0,0,5,3,3,5,2,5,generation
1nn,12,1nn_12,nn,2,6,5,-0.276032281,2.338668923,1.386224676,0,0,0,1,1,0,0,1,4,4,5,5,2,4,generation
2nn,12,2nn_12,nn,1,1,1,-0.906963209,-0.631069392,-0.630102125,0,0,0,0,1,1,1,0,4,4,5,5,2,4,generation
3nn,12,3nn_12,nn,1,6,6,-0.906963209,2.338668923,1.890306376,0,0,1,0,1,0,0,0,4,4,5,5,2,4,generation
4nn,12,4nn_12,nn,3,6,6,0.354898647,2.338668923,1.890306376,0,0,0,1,1,0,0,1,4,4,5,5,2,4,generation
5nn,12,5nn_12,nn,4,1,1,0.985829575,-0.631069392,-0.630102125,0,0,0,0,0,1,1,1,4,4,5,5,2,4,generation
6nn,12,6nn_12,nn,2,1,1,-0.276032281,-0.631069392,-0.630102125,0,0,0,0,0,1,1,0,4,4,5,5,2,4,generation
7nn,12,7nn_12,nn,6,1,1,2.247691432,-0.631069392,-0.630102125,0,0,0,0,1,1,1,1,4,4,5,5,2,4,generation
8nn,12,8nn_12,nn,2,1,1,-0.276032281,-0.631069392,-0.630102125,0,0,0,0,0,0,1,0,4,4,5,5,2,4,generation
9nn,12,9nn_12,nn,4,4,5,0.985829575,1.150773597,1.386224676,0,0,0,1,0,0,0,0,4,4,5,5,2,4,generation
10nn,12,10nn_12,nn,5,2,3,1.616760504,-0.037121729,0.378061275,0,0,0,1,0,1,1,0,4,4,5,5,2,4,generation
11nn,12,11nn_12,nn,3,2,3,0.354898647,-0.037121729,0.378061275,0,1,0,0,0,0,1,0,4,4,5,5,2,4,generation
12nn,12,12nn_12,nn,1,1,1,-0.906963209,-0.631069392,-0.630102125,0,0,0,0,0,1,0,0,4,4,5,5,2,4,generation
13nn,12,13nn_12,nn,2,2,1,-0.276032281,-0.037121729,-0.630102125,0,0,0,0,0,1,0,0,4,4,5,5,2,4,generation
10n,12,10n_12,n,2,1,1,-0.276032281,-0.631069392,-0.630102125,0,0,0,0,0,1,1,0,4,4,5,5,2,4,generation
15nn,12,15nn_12,nn,4,2,1,0.985829575,-0.037121729,-0.630102125,0,1,0,1,0,0,0,0,4,4,5,5,2,4,generation
16nn,12,16nn_12,nn,6,2,5,2.247691432,-0.037121729,1.386224676,0,0,0,0,1,0,0,1,4,4,5,5,2,4,generation
11n,12,11n_12,n,1,1,1,-0.906963209,-0.631069392,-0.630102125,0,0,0,0,1,1,1,0,4,4,5,5,2,4,generation
12n,12,12n_12,n,4,2,1,0.985829575,-0.037121729,-0.630102125,0,0,0,0,0,1,1,0,4,4,5,5,2,4,generation
13n,12,13n_12,n,2,1,1,-0.276032281,-0.631069392,-0.630102125,0,0,0,0,1,1,1,0,4,4,5,5,2,4,generation
14n,12,14n_12,n,4,1,1,0.985829575,-0.631069392,-0.630102125,1,0,0,0,0,1,0,0,4,4,5,5,2,4,generation
15n,12,15n_12,n,1,1,1,-0.906963209,-0.631069392,-0.630102125,0,0,0,0,0,1,1,0,4,4,5,5,2,4,generation
16n,12,16n_12,n,1,1,1,-0.906963209,-0.631069392,-0.630102125,0,0,0,0,1,1,1,0,4,4,5,5,2,4,generation
7n,12,7n_12,n,2,1,1,-0.276032281,-0.631069392,-0.630102125,0,0,0,0,1,0,1,0,4,4,5,5,2,4,generation
8n,12,8n_12,n,2,1,1,-0.276032281,-0.631069392,-0.630102125,0,1,0,0,0,1,0,0,4,4,5,5,2,4,generation
9n,12,9n_12,n,1,1,1,-0.906963209,-0.631069392,-0.630102125,0,0,0,0,0,0,1,0,4,4,5,5,2,4,generation
14nn,12,14nn_12,nn,5,5,6,1.616760504,1.74472126,1.890306376,0,1,0,1,0,0,0,1,4,4,5,5,2,4,generation
1n,12,1n_12,n,1,1,1,-0.906963209,-0.631069392,-0.630102125,0,0,0,0,1,1,0,0,4,4,5,5,2,4,generation
2n,12,2n_12,n,1,4,5,-0.906963209,1.150773597,1.386224676,0,0,0,1,1,0,0,0,4,4,5,5,2,4,generation
3n,12,3n_12,n,2,1,1,-0.276032281,-0.631069392,-0.630102125,0,0,0,0,0,1,1,0,4,4,5,5,2,4,generation
4n,12,4n_12,n,1,1,1,-0.906963209,-0.631069392,-0.630102125,0,0,0,0,0,1,1,0,4,4,5,5,2,4,generation
5n,12,5n_12,n,1,4,6,-0.906963209,1.150773597,1.890306376,0,0,0,1,1,0,0,1,4,4,5,5,2,4,generation
6n,12,6n_12,n,1,1,1,-0.906963209,-0.631069392,-0.630102125,0,0,0,0,1,0,1,0,4,4,5,5,2,4,generation
1nn,19,1nn_19,nn,3,6,6,-0.1861043,1.613857879,1.916990562,0,0,0,1,0,0,0,0,3,1,6,6,1,5,generation
2nn,19,2nn_19,nn,2,5,5,-0.644207194,1.164784382,1.426240978,0,1,0,0,0,0,0,0,3,1,6,6,1,5,generation
3nn,19,3nn_19,nn,6,6,6,1.18820438,1.613857879,1.916990562,0,0,1,0,0,0,0,0,3,1,6,6,1,5,generation
4nn,19,4nn_19,nn,6,6,6,1.18820438,1.613857879,1.916990562,1,0,0,0,0,0,0,0,3,1,6,6,1,5,generation
5nn,19,5nn_19,nn,6,1,1,1.18820438,-0.631509605,-0.536757357,0,1,0,0,0,0,0,0,3,1,6,6,1,5,generation
6nn,19,6nn_19,nn,5,1,1,0.730101487,-0.631509605,-0.536757357,1,0,0,0,0,0,0,0,3,1,6,6,1,5,generation
7nn,19,7nn_19,nn,3,1,1,-0.1861043,-0.631509605,-0.536757357,0,0,0,0,0,0,0,1,3,1,6,6,1,5,generation
8nn,19,8nn_19,nn,1,1,1,-1.102310088,-0.631509605,-0.536757357,0,1,0,0,0,0,0,0,3,1,6,6,1,5,generation
9nn,19,9nn_19,nn,1,1,1,-1.102310088,-0.631509605,-0.536757357,1,0,0,0,0,0,0,0,3,1,6,6,1,5,generation
10nn,19,10nn_19,nn,6,1,1,1.18820438,-0.631509605,-0.536757357,1,0,0,0,0,0,0,0,3,1,6,6,1,5,generation
11nn,19,11nn_19,nn,4,1,1,0.271998593,-0.631509605,-0.536757357,0,0,0,1,0,0,0,0,3,1,6,6,1,5,generation
12nn,19,12nn_19,nn,6,1,1,1.18820438,-0.631509605,-0.536757357,1,0,0,0,0,0,0,0,3,1,6,6,1,5,generation
13nn,19,13nn_19,nn,1,1,1,-1.102310088,-0.631509605,-0.536757357,0,1,0,0,0,0,0,0,3,1,6,6,1,5,generation
10n,19,10n_19,n,3,1,1,-0.1861043,-0.631509605,-0.536757357,0,1,0,0,0,0,0,0,3,1,6,6,1,5,generation
15nn,19,15nn_19,nn,6,6,6,1.18820438,1.613857879,1.916990562,1,0,0,0,0,0,0,0,3,1,6,6,1,5,generation
16nn,19,16nn_19,nn,6,6,1,1.18820438,1.613857879,-0.536757357,1,0,0,0,0,0,0,0,3,1,6,6,1,5,generation
11n,19,11n_19,n,2,1,1,-0.644207194,-0.631509605,-0.536757357,0,1,0,0,0,0,0,0,3,1,6,6,1,5,generation
12n,19,12n_19,n,6,1,1,1.18820438,-0.631509605,-0.536757357,1,0,0,0,0,0,0,0,3,1,6,6,1,5,generation
13n,19,13n_19,n,1,1,1,-1.102310088,-0.631509605,-0.536757357,0,0,0,0,0,0,1,0,3,1,6,6,1,5,generation
14n,19,14n_19,n,2,1,1,-0.644207194,-0.631509605,-0.536757357,0,1,0,0,0,0,0,0,3,1,6,6,1,5,generation
15n,19,15n_19,n,1,1,1,-1.102310088,-0.631509605,-0.536757357,0,0,0,0,0,0,1,0,3,1,6,6,1,5,generation
16n,19,16n_19,n,1,1,1,-1.102310088,-0.631509605,-0.536757357,0,0,0,0,0,0,1,0,3,1,6,6,1,5,generation
7n,19,7n_19,n,6,6,6,1.18820438,1.613857879,1.916990562,0,0,0,1,0,0,0,0,3,1,6,6,1,5,generation
8n,19,8n_19,n,1,1,1,-1.102310088,-0.631509605,-0.536757357,0,0,0,0,0,0,1,0,3,1,6,6,1,5,generation
9n,19,9n_19,n,1,1,1,-1.102310088,-0.631509605,-0.536757357,0,0,0,0,0,0,1,0,3,1,6,6,1,5,generation
14nn,19,14nn_19,nn,6,6,1,1.18820438,1.613857879,-0.536757357,1,0,0,0,0,0,0,0,3,1,6,6,1,5,generation
1n,19,1n_19,n,4,2,2,0.271998593,-0.182436108,-0.046007773,0,0,0,0,0,1,0,0,3,1,6,6,1,5,generation
2n,19,2n_19,n,1,1,1,-1.102310088,-0.631509605,-0.536757357,0,0,0,0,1,0,0,0,3,1,6,6,1,5,generation
3n,19,3n_19,n,1,1,1,-1.102310088,-0.631509605,-0.536757357,0,1,0,0,0,0,0,0,3,1,6,6,1,5,generation
4n,19,4n_19,n,6,6,6,1.18820438,1.613857879,1.916990562,1,0,0,0,0,0,0,0,3,1,6,6,1,5,generation
5n,19,5n_19,n,1,1,1,-1.102310088,-0.631509605,-0.536757357,0,0,0,0,0,1,0,0,3,1,6,6,1,5,generation
6n,19,6n_19,n,4,1,1,0.271998593,-0.631509605,-0.536757357,0,1,0,0,0,0,0,0,3,1,6,6,1,5,generation
1nn,49,1nn_49,nn,1,4,3,-1.633175807,0.331867912,0.102926498,0,0,0,1,0,0,0,0,5,4,5,3,4,4,generation
2nn,49,2nn_49,nn,1,4,4,-1.633175807,0.331867912,0.651867818,0,1,0,1,0,1,0,0,5,4,5,3,4,4,generation
3nn,49,3nn_49,nn,4,5,4,-0.065327032,0.837571397,0.651867818,0,1,1,0,0,0,0,0,5,4,5,3,4,4,generation
4nn,49,4nn_49,nn,2,6,5,-1.110559549,1.343274881,1.200809139,0,0,1,0,0,0,0,0,5,4,5,3,4,4,generation
5nn,49,5nn_49,nn,6,5,3,0.979905484,0.837571397,0.102926498,0,0,0,0,0,1,0,0,5,4,5,3,4,4,generation
6nn,49,6nn_49,nn,6,1,1,0.979905484,-1.185242542,-0.994956144,1,0,0,0,0,1,0,0,5,4,5,3,4,4,generation
7nn,49,7nn_49,nn,5,2,1,0.457289226,-0.679539058,-0.994956144,0,1,0,0,1,0,0,0,5,4,5,3,4,4,generation
8nn,49,8nn_49,nn,5,6,6,0.457289226,1.343274881,1.74975046,0,1,0,0,0,0,0,0,5,4,5,3,4,4,generation
9nn,49,9nn_49,nn,6,3,1,0.979905484,-0.173835573,-0.994956144,0,0,0,0,1,1,0,0,5,4,5,3,4,4,generation
10nn,49,10nn_49,nn,6,6,6,0.979905484,1.343274881,1.74975046,1,0,0,0,1,1,0,0,5,4,5,3,4,4,generation
11nn,49,11nn_49,nn,1,4,4,-1.633175807,0.331867912,0.651867818,0,1,0,1,1,0,0,0,5,4,5,3,4,4,generation
12nn,49,12nn_49,nn,5,5,2,0.457289226,0.837571397,-0.446014823,0,0,0,1,0,1,0,0,5,4,5,3,4,4,generation
13nn,49,13nn_49,nn,5,1,1,0.457289226,-1.185242542,-0.994956144,1,0,0,0,0,1,0,0,5,4,5,3,4,4,generation
10n,49,10n_49,n,6,1,1,0.979905484,-1.185242542,-0.994956144,1,0,0,0,0,1,0,0,5,4,5,3,4,4,generation
15nn,49,15nn_49,nn,5,6,5,0.457289226,1.343274881,1.200809139,0,0,0,0,0,1,0,0,5,4,5,3,4,4,generation
16nn,49,16nn_49,nn,6,1,2,0.979905484,-1.185242542,-0.446014823,1,0,0,0,1,0,0,0,5,4,5,3,4,4,generation
11n,49,11n_49,n,1,1,1,-1.633175807,-1.185242542,-0.994956144,0,0,0,0,1,0,1,0,5,4,5,3,4,4,generation
12n,49,12n_49,n,6,1,1,0.979905484,-1.185242542,-0.994956144,0,0,0,0,1,1,0,0,5,4,5,3,4,4,generation
13n,49,13n_49,n,4,3,1,-0.065327032,-0.173835573,-0.994956144,0,0,0,0,1,0,0,0,5,4,5,3,4,4,generation
14n,49,14n_49,n,3,2,1,-0.58794329,-0.679539058,-0.994956144,0,1,0,0,0,1,0,1,5,4,5,3,4,4,generation
15n,49,15n_49,n,6,1,1,0.979905484,-1.185242542,-0.994956144,0,0,0,0,1,0,0,0,5,4,5,3,4,4,generation
16n,49,16n_49,n,3,1,1,-0.58794329,-1.185242542,-0.994956144,0,0,0,0,0,1,0,0,5,4,5,3,4,4,generation
7n,49,7n_49,n,6,6,6,0.979905484,1.343274881,1.74975046,1,0,1,0,1,0,0,0,5,4,5,3,4,4,generation
8n,49,8n_49,n,6,5,5,0.979905484,0.837571397,1.200809139,0,1,0,1,0,0,0,0,5,4,5,3,4,4,generation
9n,49,9n_49,n,1,1,1,-1.633175807,-1.185242542,-0.994956144,0,0,0,0,0,0,1,0,5,4,5,3,4,4,generation
14nn,49,14nn_49,nn,5,6,5,0.457289226,1.343274881,1.200809139,0,0,0,1,0,1,0,0,5,4,5,3,4,4,generation
1n,49,1n_49,n,1,4,4,-1.633175807,0.331867912,0.651867818,0,0,0,0,1,0,0,0,5,4,5,3,4,4,generation
2n,49,2n_49,n,5,5,4,0.457289226,0.837571397,0.651867818,1,0,0,0,0,1,0,0,5,4,5,3,4,4,generation
3n,49,3n_49,n,5,2,2,0.457289226,-0.679539058,-0.446014823,1,0,0,0,0,1,0,0,5,4,5,3,4,4,generation
4n,49,4n_49,n,2,5,4,-1.110559549,0.837571397,0.651867818,0,1,1,0,0,0,0,0,5,4,5,3,4,4,generation
5n,49,5n_49,n,3,3,3,-0.58794329,-0.173835573,0.102926498,0,0,0,0,1,0,0,0,5,4,5,3,4,4,generation
6n,49,6n_49,n,5,1,1,0.457289226,-1.185242542,-0.994956144,0,0,0,0,1,0,1,0,5,4,5,3,4,4,generation
1nn,20,1nn_20,nn,3,2,4,-0.407793052,-0.426193178,0.624008253,0,1,0,0,1,1,1,0,5,2,5,5,1,5,generation
2nn,20,2nn_20,nn,3,1,4,-0.407793052,-0.994450749,0.624008253,0,1,0,0,0,1,1,0,5,2,5,5,1,5,generation
3nn,20,3nn_20,nn,3,6,6,-0.407793052,1.846837105,1.798612025,0,1,0,1,0,1,0,0,5,2,5,5,1,5,generation
4nn,20,4nn_20,nn,5,6,5,0.96582565,1.846837105,1.211310139,0,0,0,0,1,0,0,0,5,2,5,5,1,5,generation
5nn,20,5nn_20,nn,4,5,5,0.279016299,1.278579534,1.211310139,0,1,0,1,0,0,1,0,5,2,5,5,1,5,generation
6nn,20,6nn_20,nn,5,1,2,0.96582565,-0.994450749,-0.550595518,0,0,0,0,1,1,1,0,5,2,5,5,1,5,generation
7nn,20,7nn_20,nn,4,2,2,0.279016299,-0.426193178,-0.550595518,0,0,0,1,0,0,0,1,5,2,5,5,1,5,generation
8nn,20,8nn_20,nn,2,2,2,-1.094602404,-0.426193178,-0.550595518,0,1,0,0,0,1,0,0,5,2,5,5,1,5,generation
9nn,20,9nn_20,nn,1,1,1,-1.781411755,-0.994450749,-1.137897403,0,0,0,0,0,0,1,0,5,2,5,5,1,5,generation
10nn,20,10nn_20,nn,5,2,2,0.96582565,-0.426193178,-0.550595518,1,0,0,0,1,1,0,0,5,2,5,5,1,5,generation
11nn,20,11nn_20,nn,2,4,4,-1.094602404,0.710321963,0.624008253,0,1,0,1,0,1,1,1,5,2,5,5,1,5,generation
12nn,20,12nn_20,nn,5,3,4,0.96582565,0.142064393,0.624008253,1,0,0,0,0,0,0,0,5,2,5,5,1,5,generation
13nn,20,13nn_20,nn,4,2,5,0.279016299,-0.426193178,1.211310139,0,0,0,1,0,1,0,0,5,2,5,5,1,5,generation
10n,20,10n_20,n,4,2,2,0.279016299,-0.426193178,-0.550595518,1,0,0,0,1,1,0,0,5,2,5,5,1,5,generation
15nn,20,15nn_20,nn,5,5,5,0.96582565,1.278579534,1.211310139,1,0,0,1,1,0,0,0,5,2,5,5,1,5,generation
16nn,20,16nn_20,nn,5,2,2,0.96582565,-0.426193178,-0.550595518,1,0,0,1,0,1,0,0,5,2,5,5,1,5,generation
11n,20,11n_20,n,3,1,1,-0.407793052,-0.994450749,-1.137897403,0,0,0,0,1,1,0,0,5,2,5,5,1,5,generation
12n,20,12n_20,n,5,1,3,0.96582565,-0.994450749,0.036706368,1,0,0,0,0,1,0,0,5,2,5,5,1,5,generation
13n,20,13n_20,n,3,2,1,-0.407793052,-0.426193178,-1.137897403,0,0,0,0,1,1,0,0,5,2,5,5,1,5,generation
14n,20,14n_20,n,1,1,1,-1.781411755,-0.994450749,-1.137897403,0,0,0,0,1,1,1,0,5,2,5,5,1,5,generation
15n,20,15n_20,n,1,1,1,-1.781411755,-0.994450749,-1.137897403,0,0,0,0,1,0,0,0,5,2,5,5,1,5,generation
16n,20,16n_20,n,4,2,1,0.279016299,-0.426193178,-1.137897403,0,0,0,0,1,1,0,0,5,2,5,5,1,5,generation
7n,20,7n_20,n,4,5,3,0.279016299,1.278579534,0.036706368,1,0,0,1,0,0,0,0,5,2,5,5,1,5,generation
8n,20,8n_20,n,3,5,2,-0.407793052,1.278579534,-0.550595518,0,0,0,0,1,1,1,0,5,2,5,5,1,5,generation
9n,20,9n_20,n,2,1,1,-1.094602404,-0.994450749,-1.137897403,0,0,0,0,1,1,1,0,5,2,5,5,1,5,generation
14nn,20,14nn_20,nn,3,1,1,-0.407793052,-0.994450749,-1.137897403,0,0,0,0,1,0,0,0,5,2,5,5,1,5,generation
1n,20,1n_20,n,1,1,1,-1.781411755,-0.994450749,-1.137897403,0,0,0,0,0,1,1,0,5,2,5,5,1,5,generation
2n,20,2n_20,n,4,5,6,0.279016299,1.278579534,1.798612025,0,1,0,1,0,1,0,0,5,2,5,5,1,5,generation
3n,20,3n_20,n,5,4,4,0.96582565,0.710321963,0.624008253,0,1,0,0,0,0,1,0,5,2,5,5,1,5,generation
4n,20,4n_20,n,6,5,5,1.652635002,1.278579534,1.211310139,0,1,1,1,0,1,0,0,5,2,5,5,1,5,generation
5n,20,5n_20,n,6,5,5,1.652635002,1.278579534,1.211310139,0,0,1,1,0,0,0,0,5,2,5,5,1,5,generation
6n,20,6n_20,n,4,2,3,0.279016299,-0.426193178,0.036706368,0,1,0,0,1,1,1,0,5,2,5,5,1,5,generation
1nn,15,1nn_15,nn,2,5,5,-0.531544761,1.252296097,1.28741401,0,1,1,0,0,1,0,0,5,4,5,6,2,5,generation
2nn,15,2nn_15,nn,1,5,4,-1.080236127,1.252296097,0.745344953,0,1,1,0,0,1,0,0,5,4,5,6,2,5,generation
3nn,15,3nn_15,nn,3,6,6,0.017146605,1.779578665,1.829483067,1,0,1,0,0,1,0,1,5,4,5,6,2,5,generation
4nn,15,4nn_15,nn,1,6,6,-1.080236127,1.779578665,1.829483067,0,1,1,0,0,0,0,0,5,4,5,6,2,5,generation
5nn,15,5nn_15,nn,5,1,1,1.114529338,-0.856834172,-0.880862218,0,1,0,0,1,1,1,0,5,4,5,6,2,5,generation
6nn,15,6nn_15,nn,6,2,2,1.663220704,-0.329551605,-0.338793161,1,0,0,0,0,1,0,0,5,4,5,6,2,5,generation
7nn,15,7nn_15,nn,6,1,1,1.663220704,-0.856834172,-0.880862218,0,0,0,0,0,1,0,0,5,4,5,6,2,5,generation
8nn,15,8nn_15,nn,5,2,2,1.114529338,-0.329551605,-0.338793161,0,1,0,0,0,1,0,0,5,4,5,6,2,5,generation
9nn,15,9nn_15,nn,6,4,4,1.663220704,0.72501353,0.745344953,0,1,0,1,0,1,0,0,5,4,5,6,2,5,generation
10nn,15,10nn_15,nn,2,1,1,-0.531544761,-0.856834172,-0.880862218,0,0,0,0,1,1,0,0,5,4,5,6,2,5,generation
11nn,15,11nn_15,nn,2,1,2,-0.531544761,-0.856834172,-0.338793161,0,1,0,0,1,0,0,0,5,4,5,6,2,5,generation
12nn,15,12nn_15,nn,4,4,4,0.565837972,0.72501353,0.745344953,1,0,0,1,0,0,0,0,5,4,5,6,2,5,generation
13nn,15,13nn_15,nn,1,1,1,-1.080236127,-0.856834172,-0.880862218,0,0,0,0,1,0,0,0,5,4,5,6,2,5,generation
10n,15,10n_15,n,3,1,1,0.017146605,-0.856834172,-0.880862218,0,0,0,0,1,1,1,0,5,4,5,6,2,5,generation
15nn,15,15nn_15,nn,5,6,6,1.114529338,1.779578665,1.829483067,1,0,1,0,0,1,0,0,5,4,5,6,2,5,generation
16nn,15,16nn_15,nn,5,4,4,1.114529338,0.72501353,0.745344953,1,0,0,0,0,1,0,0,5,4,5,6,2,5,generation
11n,15,11n_15,n,1,1,1,-1.080236127,-0.856834172,-0.880862218,0,0,0,0,1,0,1,0,5,4,5,6,2,5,generation
12n,15,12n_15,n,1,1,1,-1.080236127,-0.856834172,-0.880862218,0,0,0,0,1,0,1,0,5,4,5,6,2,5,generation
13n,15,13n_15,n,1,1,1,-1.080236127,-0.856834172,-0.880862218,0,0,0,1,1,0,1,1,5,4,5,6,2,5,generation
14n,15,14n_15,n,4,2,2,0.565837972,-0.329551605,-0.338793161,0,1,0,0,0,1,0,0,5,4,5,6,2,5,generation
15n,15,15n_15,n,2,1,1,-0.531544761,-0.856834172,-0.880862218,0,0,0,0,1,0,1,0,5,4,5,6,2,5,generation
16n,15,16n_15,n,1,1,1,-1.080236127,-0.856834172,-0.880862218,0,0,0,0,1,0,1,0,5,4,5,6,2,5,generation
7n,15,7n_15,n,2,1,1,-0.531544761,-0.856834172,-0.880862218,0,0,0,0,1,0,1,0,5,4,5,6,2,5,generation
8n,15,8n_15,n,4,2,2,0.565837972,-0.329551605,-0.338793161,0,1,0,0,0,1,0,1,5,4,5,6,2,5,generation
9n,15,9n_15,n,1,1,1,-1.080236127,-0.856834172,-0.880862218,0,0,0,0,0,0,1,0,5,4,5,6,2,5,generation
14nn,15,14nn_15,nn,6,5,5,1.663220704,1.252296097,1.28741401,1,0,1,0,0,1,0,0,5,4,5,6,2,5,generation
1n,15,1n_15,n,1,1,1,-1.080236127,-0.856834172,-0.880862218,0,0,0,0,1,0,1,0,5,4,5,6,2,5,generation
2n,15,2n_15,n,4,4,4,0.565837972,0.72501353,0.745344953,0,1,0,1,0,1,0,0,5,4,5,6,2,5,generation
3n,15,3n_15,n,4,2,2,0.565837972,-0.329551605,-0.338793161,0,0,0,0,1,0,1,0,5,4,5,6,2,5,generation
4n,15,4n_15,n,1,1,1,-1.080236127,-0.856834172,-0.880862218,0,0,0,0,0,1,1,0,5,4,5,6,2,5,generation
5n,15,5n_15,n,3,5,5,0.017146605,1.252296097,1.28741401,1,0,1,0,1,0,0,1,5,4,5,6,2,5,generation
6n,15,6n_15,n,2,5,5,-0.531544761,1.252296097,1.28741401,0,1,1,1,1,0,0,1,5,4,5,6,2,5,generation
1nn,31,1nn_31,nn,2,5,3,-0.709510952,1.974851204,0.772004085,0,0,0,0,1,0,0,0,,,,,,,generation
2nn,31,2nn_31,nn,1,4,1,-1.291673784,1.272681887,-0.931729068,0,0,0,0,0,0,1,0,,,,,,,generation
3nn,31,3nn_31,nn,2,6,5,-0.709510952,2.67702052,2.475737238,0,0,0,1,0,0,0,0,,,,,,,generation
4nn,31,4nn_31,nn,6,1,1,1.619140377,-0.833826064,-0.931729068,0,1,0,0,0,0,0,0,,,,,,,generation
5nn,31,5nn_31,nn,4,1,1,0.454814713,-0.833826064,-0.931729068,0,0,0,0,0,1,0,0,,,,,,,generation
6nn,31,6nn_31,nn,5,2,2,1.036977545,-0.131656747,-0.079862492,1,0,0,0,0,0,0,0,,,,,,,generation
